# <defaultcodec>utf-8</defaultcodec>
Statistic export
DispY 1 (Average): Displacement Y [mm] , DispY 1 (Maximum): Displacement Y [mm] , DispY 1 (Minimum): Displacement Y [mm] , DispY 1 (Points): Displacement Y , DispY 1 (Sigma): Displacement Y [mm] , DispZ 1 (Average): Displacement Z [mm] , DispZ 1 (Maximum): Displacement Z [mm] , DispZ 1 (Minimum): Displacement Z [mm] , DispZ 1 (Points): Displacement Z , DispZ 1 (Sigma): Displacement Z [mm]
-3.83564161e+00 , -3.77543712e+00 , -3.91969919e+00 , 1.00000000e+02 , 3.40158431e-02 , 1.26910109e+00 , 1.29420078e+00 , 1.25072312e+00 , 1.00000000e+02 , 9.61635476e-03
-3.81503679e+00 , -3.75159073e+00 , -3.90402889e+00 , 1.00000000e+02 , 3.46464526e-02 , 1.27309188e+00 , 1.29998446e+00 , 1.25439823e+00 , 1.00000000e+02 , 1.03010498e-02
-3.81270222e+00 , -3.75012684e+00 , -3.90135980e+00 , 1.00000000e+02 , 3.44289301e-02 , 1.27286477e+00 , 1.29977059e+00 , 1.25629210e+00 , 1.00000000e+02 , 1.00816401e-02
-3.78386633e+00 , -3.71903896e+00 , -3.86993647e+00 , 1.00000000e+02 , 3.48368950e-02 , 1.27429817e+00 , 1.30171704e+00 , 1.25625217e+00 , 1.00000000e+02 , 1.02708714e-02
-3.76587547e+00 , -3.70193172e+00 , -3.84915662e+00 , 1.00000000e+02 , 3.41746448e-02 , 1.27115733e+00 , 1.29890430e+00 , 1.25417888e+00 , 1.00000000e+02 , 9.96250510e-03
-3.78420763e+00 , -3.72238970e+00 , -3.86405087e+00 , 1.00000000e+02 , 3.21864958e-02 , 1.27741008e+00 , 1.30483520e+00 , 1.25943708e+00 , 1.00000000e+02 , 1.00215290e-02
-3.75236650e+00 , -3.69324422e+00 , -3.83960581e+00 , 1.00000000e+02 , 3.33902327e-02 , 1.27365472e+00 , 1.30158699e+00 , 1.25463212e+00 , 1.00000000e+02 , 1.01650499e-02
-3.76902818e+00 , -3.70684290e+00 , -3.85993671e+00 , 1.00000000e+02 , 3.45773095e-02 , 1.27412110e+00 , 1.30062664e+00 , 1.25444829e+00 , 1.00000000e+02 , 9.94866892e-03
-4.13196717e+00 , -4.07313633e+00 , -4.21704340e+00 , 1.00000000e+02 , 3.36769790e-02 , 1.27095985e+00 , 1.29039192e+00 , 1.25631380e+00 , 1.00000000e+02 , 8.11340761e-03
-4.90340375e+00 , -4.84626245e+00 , -4.99155188e+00 , 1.00000000e+02 , 3.29162585e-02 , 1.24448518e+00 , 1.26912701e+00 , 1.22771001e+00 , 1.00000000e+02 , 9.57754366e-03
-6.10092294e+00 , -6.03732061e+00 , -6.18868446e+00 , 1.00000000e+02 , 3.50656831e-02 , 1.22504540e+00 , 1.25070572e+00 , 1.20746768e+00 , 1.00000000e+02 , 9.92043697e-03
-7.62192877e+00 , -7.56206656e+00 , -7.70377779e+00 , 1.00000000e+02 , 3.28011098e-02 , 1.20211317e+00 , 1.22771108e+00 , 1.18351734e+00 , 1.00000000e+02 , 9.78594064e-03
-8.83172730e+00 , -8.77140236e+00 , -8.90938187e+00 , 1.00000000e+02 , 3.23847335e-02 , 1.19389687e+00 , 1.21902764e+00 , 1.17616701e+00 , 1.00000000e+02 , 9.88229985e-03
-1.01505969e+01 , -1.00889549e+01 , -1.02315340e+01 , 1.00000000e+02 , 3.19523225e-02 , 1.19298612e+00 , 1.21778738e+00 , 1.17733777e+00 , 1.00000000e+02 , 8.93421666e-03
-1.14363797e+01 , -1.13790216e+01 , -1.15191975e+01 , 1.00000000e+02 , 3.22071977e-02 , 1.19451653e+00 , 1.22173047e+00 , 1.17800117e+00 , 1.00000000e+02 , 9.54166710e-03
-1.27886791e+01 , -1.27312698e+01 , -1.28693485e+01 , 1.00000000e+02 , 3.22608366e-02 , 1.18561547e+00 , 1.21172166e+00 , 1.16889906e+00 , 1.00000000e+02 , 9.60166978e-03
-1.44032038e+01 , -1.43448448e+01 , -1.44865923e+01 , 1.00000000e+02 , 3.25403539e-02 , 1.18403421e+00 , 1.20367110e+00 , 1.16897154e+00 , 1.00000000e+02 , 8.14475448e-03
-1.60782863e+01 , -1.60244064e+01 , -1.61642075e+01 , 1.00000000e+02 , 3.12186509e-02 , 1.18417314e+00 , 1.20542538e+00 , 1.16789067e+00 , 1.00000000e+02 , 8.55338953e-03
-1.77003800e+01 , -1.76472816e+01 , -1.77822914e+01 , 1.00000000e+02 , 3.14229509e-02 , 1.16703184e+00 , 1.18993032e+00 , 1.15071964e+00 , 1.00000000e+02 , 8.70172675e-03
-1.92781628e+01 , -1.92238026e+01 , -1.93592968e+01 , 1.00000000e+02 , 3.14394999e-02 , 1.14612484e+00 , 1.16844404e+00 , 1.12863100e+00 , 1.00000000e+02 , 8.91725544e-03
-2.08608696e+01 , -2.08027382e+01 , -2.09461880e+01 , 1.00000000e+02 , 3.28492211e-02 , 1.12363971e+00 , 1.14670384e+00 , 1.10698450e+00 , 1.00000000e+02 , 8.93921486e-03
-2.23946649e+01 , -2.23352261e+01 , -2.24779720e+01 , 1.00000000e+02 , 3.25299494e-02 , 1.09688506e+00 , 1.11860859e+00 , 1.08050907e+00 , 1.00000000e+02 , 8.50658903e-03
-2.38699146e+01 , -2.38090439e+01 , -2.39542065e+01 , 1.00000000e+02 , 3.38198834e-02 , 1.07301984e+00 , 1.09578693e+00 , 1.05719352e+00 , 1.00000000e+02 , 9.24972535e-03
-2.53311068e+01 , -2.52735195e+01 , -2.54159069e+01 , 1.00000000e+02 , 3.17564656e-02 , 1.05451735e+00 , 1.07574129e+00 , 1.03695226e+00 , 1.00000000e+02 , 8.53942224e-03
-2.67646433e+01 , -2.67085915e+01 , -2.68467808e+01 , 1.00000000e+02 , 3.09986149e-02 , 1.02347601e+00 , 1.04446030e+00 , 1.00611293e+00 , 1.00000000e+02 , 8.49813020e-03
-2.81521206e+01 , -2.80938396e+01 , -2.82348766e+01 , 1.00000000e+02 , 3.04210920e-02 , 9.81375828e-01 , 1.00377560e+00 , 9.63919103e-01 , 1.00000000e+02 , 8.55131998e-03
-2.95235192e+01 , -2.94685059e+01 , -2.96024055e+01 , 1.00000000e+02 , 3.01858208e-02 , 9.38065119e-01 , 9.58822906e-01 , 9.22736049e-01 , 1.00000000e+02 , 8.44667817e-03
-3.09046016e+01 , -3.08500156e+01 , -3.09819603e+01 , 1.00000000e+02 , 3.10067335e-02 , 8.77702268e-01 , 9.03551161e-01 , 8.59814763e-01 , 1.00000000e+02 , 9.29256236e-03
-3.22121383e+01 , -3.21585693e+01 , -3.22946396e+01 , 1.00000000e+02 , 2.96282937e-02 , 8.06938480e-01 , 8.30935478e-01 , 7.89688408e-01 , 1.00000000e+02 , 8.90640603e-03
-3.34971469e+01 , -3.34480324e+01 , -3.35752945e+01 , 1.00000000e+02 , 2.76696316e-02 , 7.27161000e-01 , 7.50369191e-01 , 7.07889676e-01 , 1.00000000e+02 , 9.07591051e-03
-3.47654538e+01 , -3.47081299e+01 , -3.48461227e+01 , 1.00000000e+02 , 2.87660859e-02 , 6.45103896e-01 , 6.68240428e-01 , 6.27642334e-01 , 1.00000000e+02 , 8.69343485e-03
-3.59758684e+01 , -3.59205132e+01 , -3.60536842e+01 , 1.00000000e+02 , 2.92046046e-02 , 5.32239006e-01 , 5.54193735e-01 , 5.11924505e-01 , 1.00000000e+02 , 9.03471845e-03
-3.71929548e+01 , -3.71471024e+01 , -3.72645988e+01 , 1.00000000e+02 , 2.55378407e-02 , 4.20476052e-01 , 4.45045948e-01 , 3.99620861e-01 , 1.00000000e+02 , 1.01782825e-02
-3.83770102e+01 , -3.83339462e+01 , -3.84523621e+01 , 1.00000000e+02 , 2.59530634e-02 , 2.80205176e-01 , 3.03014815e-01 , 2.60478079e-01 , 1.00000000e+02 , 9.87336485e-03
-3.95642306e+01 , -3.95176315e+01 , -3.96385040e+01 , 1.00000000e+02 , 2.70986293e-02 , 3.44765423e-02 , 5.95449507e-02 , 1.34594608e-02 , 1.00000000e+02 , 1.01047640e-02
-4.07094939e+01 , -4.06596947e+01 , -4.07849274e+01 , 1.00000000e+02 , 2.71629179e-02 , -2.85327698e-01 , -2.60482132e-01 , -3.06380391e-01 , 1.00000000e+02 , 1.02658563e-02
-4.18273582e+01 , -4.17700310e+01 , -4.19004173e+01 , 1.00000000e+02 , 2.95642093e-02 , -5.58878971e-01 , -5.32488227e-01 , -5.77512562e-01 , 1.00000000e+02 , 9.53540392e-03
-4.29178827e+01 , -4.28712349e+01 , -4.29936752e+01 , 1.00000000e+02 , 2.73519897e-02 , -6.99447035e-01 , -6.77307487e-01 , -7.21017361e-01 , 1.00000000e+02 , 9.93327077e-03
-4.40376282e+01 , -4.39953995e+01 , -4.41118088e+01 , 1.00000000e+02 , 2.53238467e-02 , -7.92045294e-01 , -7.68168151e-01 , -8.18145275e-01 , 1.00000000e+02 , 1.09994090e-02
-4.51097425e+01 , -4.50692749e+01 , -4.51791496e+01 , 1.00000000e+02 , 2.25037551e-02 , -8.82923582e-01 , -8.56869936e-01 , -9.08724427e-01 , 1.00000000e+02 , 1.17541941e-02
-4.61643837e+01 , -4.61205940e+01 , -4.62397575e+01 , 1.00000000e+02 , 2.61686425e-02 , -9.76999580e-01 , -9.51029480e-01 , -1.00140703e+00 , 1.00000000e+02 , 1.11918565e-02
-4.72152475e+01 , -4.71728210e+01 , -4.72870445e+01 , 1.00000000e+02 , 2.48169856e-02 , -1.25038788e+00 , -1.22296989e+00 , -1.27567852e+00 , 1.00000000e+02 , 1.15873861e-02
-4.82228543e+01 , -4.81745071e+01 , -4.82918892e+01 , 1.00000000e+02 , 2.58597985e-02 , -1.65836708e+00 , -1.62990129e+00 , -1.68377745e+00 , 1.00000000e+02 , 1.18368912e-02
-4.92987420e+01 , -4.92424126e+01 , -4.93850670e+01 , 1.00000000e+02 , 3.10106656e-02 , -1.99908294e+00 , -1.97615433e+00 , -2.01939082e+00 , 1.00000000e+02 , 9.95908634e-03
-5.03225807e+01 , -5.02737274e+01 , -5.03993263e+01 , 1.00000000e+02 , 2.62317129e-02 , -2.24258253e+00 , -2.21644878e+00 , -2.27029777e+00 , 1.00000000e+02 , 1.14655176e-02
-5.13445982e+01 , -5.13011017e+01 , -5.14179115e+01 , 1.00000000e+02 , 2.56208132e-02 , -2.70880486e+00 , -2.67802930e+00 , -2.73355532e+00 , 1.00000000e+02 , 1.14718045e-02
-5.23311076e+01 , -5.22791290e+01 , -5.24070549e+01 , 1.00000000e+02 , 2.75297300e-02 , -2.92873440e+00 , -2.90175128e+00 , -2.95604205e+00 , 1.00000000e+02 , 1.13598529e-02
-5.33268534e+01 , -5.32808876e+01 , -5.34024429e+01 , 1.00000000e+02 , 2.64321856e-02 , -3.22232273e+00 , -3.19453239e+00 , -3.24686241e+00 , 1.00000000e+02 , 1.07792173e-02
-5.43015398e+01 , -5.42556267e+01 , -5.43760643e+01 , 1.00000000e+02 , 2.51582955e-02 , -3.55788353e+00 , -3.52769518e+00 , -3.58458066e+00 , 1.00000000e+02 , 1.18067510e-02
-5.53099667e+01 , -5.52640495e+01 , -5.53834953e+01 , 1.00000000e+02 , 2.57493257e-02 , -3.68333879e+00 , -3.65659738e+00 , -3.71047211e+00 , 1.00000000e+02 , 1.11363038e-02
-5.62656880e+01 , -5.62214127e+01 , -5.63371735e+01 , 1.00000000e+02 , 2.37550557e-02 , -3.81782572e+00 , -3.78876877e+00 , -3.84599257e+00 , 1.00000000e+02 , 1.17611762e-02
-5.72101950e+01 , -5.71698189e+01 , -5.72771683e+01 , 1.00000000e+02 , 2.14998387e-02 , -3.94716828e+00 , -3.91690326e+00 , -3.97624350e+00 , 1.00000000e+02 , 1.26890051e-02
-5.81278846e+01 , -5.80796776e+01 , -5.82034225e+01 , 1.00000000e+02 , 2.65421975e-02 , -4.11320079e+00 , -4.08503723e+00 , -4.14352655e+00 , 1.00000000e+02 , 1.22342024e-02
-5.90816160e+01 , -5.90480156e+01 , -5.91447449e+01 , 1.00000000e+02 , 1.88488531e-02 , -4.27113626e+00 , -4.23468161e+00 , -4.30904770e+00 , 1.00000000e+02 , 1.52672549e-02
-6.00070142e+01 , -5.99715042e+01 , -6.00591545e+01 , 1.00000000e+02 , 1.78135960e-02 , -4.46733440e+00 , -4.43385649e+00 , -4.50409937e+00 , 1.00000000e+02 , 1.44964497e-02
-6.09263701e+01 , -6.08812141e+01 , -6.09934464e+01 , 1.00000000e+02 , 2.32082225e-02 , -4.69232632e+00 , -4.65926981e+00 , -4.72582340e+00 , 1.00000000e+02 , 1.38325670e-02
-6.18114148e+01 , -6.17711449e+01 , -6.18783188e+01 , 1.00000000e+02 , 2.15589358e-02 , -4.95155202e+00 , -4.91829586e+00 , -4.98342037e+00 , 1.00000000e+02 , 1.34684631e-02
-6.27260874e+01 , -6.26865654e+01 , -6.27883797e+01 , 1.00000000e+02 , 2.09022854e-02 , -5.26130222e+00 , -5.22800636e+00 , -5.29183340e+00 , 1.00000000e+02 , 1.40949893e-02
-6.36521549e+01 , -6.36165276e+01 , -6.37134819e+01 , 1.00000000e+02 , 2.06792436e-02 , -5.67099623e+00 , -5.63434410e+00 , -5.70343256e+00 , 1.00000000e+02 , 1.52031715e-02
-6.45847201e+01 , -6.45419617e+01 , -6.46483536e+01 , 1.00000000e+02 , 2.14132386e-02 , -6.15221042e+00 , -6.11924839e+00 , -6.18344831e+00 , 1.00000000e+02 , 1.45029808e-02
-6.55217278e+01 , -6.54829102e+01 , -6.55874252e+01 , 1.00000000e+02 , 2.05331821e-02 , -6.73440775e+00 , -6.69835663e+00 , -6.76679134e+00 , 1.00000000e+02 , 1.48987001e-02
-6.64171832e+01 , -6.63832092e+01 , -6.64753494e+01 , 1.00000000e+02 , 1.79864773e-02 , -7.43693285e+00 , -7.39925337e+00 , -7.47155809e+00 , 1.00000000e+02 , 1.56281836e-02
-6.73564915e+01 , -6.73205338e+01 , -6.74197617e+01 , 1.00000000e+02 , 2.07067322e-02 , -8.20488196e+00 , -8.17030334e+00 , -8.23689842e+00 , 1.00000000e+02 , 1.47746894e-02
-6.82856879e+01 , -6.82465897e+01 , -6.83535385e+01 , 1.00000000e+02 , 2.11880133e-02 , -9.02184162e+00 , -8.98862648e+00 , -9.05392456e+00 , 1.00000000e+02 , 1.44739178e-02
-6.92447878e+01 , -6.92059402e+01 , -6.93111343e+01 , 1.00000000e+02 , 2.19084667e-02 , -9.89562888e+00 , -9.86453438e+00 , -9.92641735e+00 , 1.00000000e+02 , 1.41141957e-02
-7.01929088e+01 , -7.01566696e+01 , -7.02548981e+01 , 1.00000000e+02 , 2.18063881e-02 , -1.07851529e+01 , -1.07546692e+01 , -1.08124380e+01 , 1.00000000e+02 , 1.32403334e-02
-7.11124149e+01 , -7.10719070e+01 , -7.11826172e+01 , 1.00000000e+02 , 2.20740611e-02 , -1.16564610e+01 , -1.16256123e+01 , -1.16848936e+01 , 1.00000000e+02 , 1.34987928e-02
-7.20513477e+01 , -7.20128479e+01 , -7.21128998e+01 , 1.00000000e+02 , 2.00985614e-02 , -1.25690664e+01 , -1.25378046e+01 , -1.25988197e+01 , 1.00000000e+02 , 1.35260787e-02
-7.29903279e+01 , -7.29548187e+01 , -7.30525970e+01 , 1.00000000e+02 , 2.07713198e-02 , -1.34758821e+01 , -1.34467173e+01 , -1.35034180e+01 , 1.00000000e+02 , 1.30590232e-02
-7.39100810e+01 , -7.38695374e+01 , -7.39809189e+01 , 1.00000000e+02 , 2.45896534e-02 , -1.44313683e+01 , -1.44010391e+01 , -1.44572668e+01 , 1.00000000e+02 , 1.29583566e-02
-7.48947577e+01 , -7.48571167e+01 , -7.49557571e+01 , 1.00000000e+02 , 1.96532744e-02 , -1.53860231e+01 , -1.53544102e+01 , -1.54157734e+01 , 1.00000000e+02 , 1.37606842e-02
-7.58361911e+01 , -7.57980499e+01 , -7.58978958e+01 , 1.00000000e+02 , 2.15233272e-02 , -1.63225247e+01 , -1.62917957e+01 , -1.63490582e+01 , 1.00000000e+02 , 1.28473504e-02
-7.67524176e+01 , -7.67122269e+01 , -7.68140945e+01 , 1.00000000e+02 , 2.24517037e-02 , -1.72210866e+01 , -1.71887417e+01 , -1.72484989e+01 , 1.00000000e+02 , 1.28943416e-02
-7.76688735e+01 , -7.76285858e+01 , -7.77343445e+01 , 1.00000000e+02 , 2.26857116e-02 , -1.81359426e+01 , -1.81050186e+01 , -1.81637802e+01 , 1.00000000e+02 , 1.34753311e-02
-7.86149947e+01 , -7.85747681e+01 , -7.86814117e+01 , 1.00000000e+02 , 2.32090973e-02 , -1.90767457e+01 , -1.90464020e+01 , -1.91053524e+01 , 1.00000000e+02 , 1.25956879e-02
-7.95199625e+01 , -7.94755478e+01 , -7.95875626e+01 , 1.00000000e+02 , 2.36432396e-02 , -1.99763187e+01 , -1.99477196e+01 , -2.00031185e+01 , 1.00000000e+02 , 1.24074271e-02
-8.04945605e+01 , -8.04514618e+01 , -8.05654221e+01 , 1.00000000e+02 , 2.43700915e-02 , -2.09334549e+01 , -2.09032955e+01 , -2.09606514e+01 , 1.00000000e+02 , 1.26739173e-02
-8.14279083e+01 , -8.13802032e+01 , -8.14993820e+01 , 1.00000000e+02 , 2.46940336e-02 , -2.18272932e+01 , -2.17994461e+01 , -2.18544750e+01 , 1.00000000e+02 , 1.24250838e-02
-8.23709636e+01 , -8.23249893e+01 , -8.24446793e+01 , 1.00000000e+02 , 2.56774469e-02 , -2.27147859e+01 , -2.26866360e+01 , -2.27407074e+01 , 1.00000000e+02 , 1.20602707e-02
-8.32760265e+01 , -8.32280350e+01 , -8.33460922e+01 , 1.00000000e+02 , 2.51832621e-02 , -2.35526691e+01 , -2.35231667e+01 , -2.35794411e+01 , 1.00000000e+02 , 1.22698128e-02
-8.41792127e+01 , -8.41281662e+01 , -8.42528076e+01 , 1.00000000e+02 , 2.64172422e-02 , -2.43994172e+01 , -2.43719864e+01 , -2.44252071e+01 , 1.00000000e+02 , 1.21793892e-02
-8.50715908e+01 , -8.50249405e+01 , -8.51443787e+01 , 1.00000000e+02 , 2.69303633e-02 , -2.52471686e+01 , -2.52213364e+01 , -2.52732430e+01 , 1.00000000e+02 , 1.20168196e-02
-8.59670943e+01 , -8.59203873e+01 , -8.60444717e+01 , 1.00000000e+02 , 2.70775738e-02 , -2.60265623e+01 , -2.59982452e+01 , -2.60495014e+01 , 1.00000000e+02 , 1.17998077e-02
-8.68372672e+01 , -8.67913284e+01 , -8.69122772e+01 , 1.00000000e+02 , 2.68649770e-02 , -2.67532771e+01 , -2.67256241e+01 , -2.67793179e+01 , 1.00000000e+02 , 1.20509977e-02
-8.76943362e+01 , -8.76433487e+01 , -8.77679367e+01 , 1.00000000e+02 , 2.71359109e-02 , -2.74614441e+01 , -2.74352303e+01 , -2.74852962e+01 , 1.00000000e+02 , 1.18598292e-02
-8.85445238e+01 , -8.84954529e+01 , -8.86201477e+01 , 1.00000000e+02 , 2.79186323e-02 , -2.81733118e+01 , -2.81451359e+01 , -2.81992016e+01 , 1.00000000e+02 , 1.19395462e-02
-8.93734344e+01 , -8.93222961e+01 , -8.94504166e+01 , 1.00000000e+02 , 2.81859647e-02 , -2.88169447e+01 , -2.87872753e+01 , -2.88409557e+01 , 1.00000000e+02 , 1.16867205e-02
-9.01782122e+01 , -9.01285706e+01 , -9.02559891e+01 , 1.00000000e+02 , 2.75430367e-02 , -2.93926480e+01 , -2.93636379e+01 , -2.94166355e+01 , 1.00000000e+02 , 1.19014355e-02
-9.09809557e+01 , -9.09281082e+01 , -9.10583878e+01 , 1.00000000e+02 , 2.83738046e-02 , -2.99758836e+01 , -2.99464569e+01 , -3.00006390e+01 , 1.00000000e+02 , 1.16019434e-02
-9.17846659e+01 , -9.17290649e+01 , -9.18626862e+01 , 1.00000000e+02 , 2.93968747e-02 , -3.05054140e+01 , -3.04760551e+01 , -3.05287056e+01 , 1.00000000e+02 , 1.15626240e-02
-9.25760917e+01 , -9.25237045e+01 , -9.26551056e+01 , 1.00000000e+02 , 2.87972725e-02 , -3.09464362e+01 , -3.09142704e+01 , -3.09727821e+01 , 1.00000000e+02 , 1.22797235e-02
-9.35500759e+01 , -9.34987564e+01 , -9.36295471e+01 , 1.00000000e+02 , 2.87737002e-02 , -3.14654283e+01 , -3.14351959e+01 , -3.14913101e+01 , 1.00000000e+02 , 1.20565638e-02
-9.43254755e+01 , -9.42746353e+01 , -9.44023895e+01 , 1.00000000e+02 , 2.77617888e-02 , -3.19157375e+01 , -3.18836079e+01 , -3.19425850e+01 , 1.00000000e+02 , 1.26078887e-02
-9.51110400e+01 , -9.50616074e+01 , -9.51884384e+01 , 1.00000000e+02 , 2.86320013e-02 , -3.22682152e+01 , -3.22359543e+01 , -3.22928963e+01 , 1.00000000e+02 , 1.22873000e-02
-9.58563464e+01 , -9.58043671e+01 , -9.59323883e+01 , 1.00000000e+02 , 2.85057492e-02 , -3.25567564e+01 , -3.25256271e+01 , -3.25829849e+01 , 1.00000000e+02 , 1.22924804e-02
-9.66199419e+01 , -9.65654221e+01 , -9.66955643e+01 , 1.00000000e+02 , 2.92123478e-02 , -3.29143158e+01 , -3.28836403e+01 , -3.29418716e+01 , 1.00000000e+02 , 1.22289825e-02
-9.73965848e+01 , -9.73459015e+01 , -9.74763107e+01 , 1.00000000e+02 , 2.82581864e-02 , -3.31988223e+01 , -3.31649170e+01 , -3.32279663e+01 , 1.00000000e+02 , 1.32845206e-02
-9.81556566e+01 , -9.81077881e+01 , -9.82310333e+01 , 1.00000000e+02 , 2.75440679e-02 , -3.33834468e+01 , -3.33486557e+01 , -3.34159851e+01 , 1.00000000e+02 , 1.38706435e-02
-9.88709315e+01 , -9.88191833e+01 , -9.89452744e+01 , 1.00000000e+02 , 2.73056805e-02 , -3.36728656e+01 , -3.36364784e+01 , -3.37030754e+01 , 1.00000000e+02 , 1.38343916e-02
-9.95611983e+01 , -9.95086670e+01 , -9.96367035e+01 , 1.00000000e+02 , 2.80021580e-02 , -3.38381144e+01 , -3.38029709e+01 , -3.38702698e+01 , 1.00000000e+02 , 1.37658358e-02
-1.00200709e+02 , -1.00148247e+02 , -1.00279572e+02 , 1.00000000e+02 , 2.91567260e-02 , -3.41005813e+01 , -3.40675392e+01 , -3.41292076e+01 , 1.00000000e+02 , 1.34277480e-02
-1.00897090e+02 , -1.00846634e+02 , -1.00971443e+02 , 1.00000000e+02 , 2.76589855e-02 , -3.42503634e+01 , -3.42136650e+01 , -3.42818794e+01 , 1.00000000e+02 , 1.41807702e-02
-1.01529877e+02 , -1.01479012e+02 , -1.01605110e+02 , 1.00000000e+02 , 2.72297970e-02 , -3.44412361e+01 , -3.44029388e+01 , -3.44747696e+01 , 1.00000000e+02 , 1.50032748e-02
-1.02176680e+02 , -1.02129372e+02 , -1.02250450e+02 , 1.00000000e+02 , 2.72051815e-02 , -3.46135770e+01 , -3.45739059e+01 , -3.46514359e+01 , 1.00000000e+02 , 1.50456046e-02
-1.02854924e+02 , -1.02807182e+02 , -1.02928650e+02 , 1.00000000e+02 , 2.73545823e-02 , -3.47195684e+01 , -3.46801338e+01 , -3.47569923e+01 , 1.00000000e+02 , 1.55108946e-02
-1.03552148e+02 , -1.03502541e+02 , -1.03626167e+02 , 1.00000000e+02 , 2.73634122e-02 , -3.49238087e+01 , -3.48874359e+01 , -3.49583092e+01 , 1.00000000e+02 , 1.49753369e-02
-1.04249571e+02 , -1.04197090e+02 , -1.04322205e+02 , 1.00000000e+02 , 2.67048337e-02 , -3.49937614e+01 , -3.49542503e+01 , -3.50302582e+01 , 1.00000000e+02 , 1.56047928e-02
-1.04948513e+02 , -1.04899254e+02 , -1.05020454e+02 , 1.00000000e+02 , 2.66504790e-02 , -3.51574068e+01 , -3.51153870e+01 , -3.51904678e+01 , 1.00000000e+02 , 1.59855906e-02
-1.05648564e+02 , -1.05598724e+02 , -1.05724205e+02 , 1.00000000e+02 , 2.67841847e-02 , -3.52460824e+01 , -3.52033386e+01 , -3.52850380e+01 , 1.00000000e+02 , 1.65845728e-02
-1.06311220e+02 , -1.06263580e+02 , -1.06384865e+02 , 1.00000000e+02 , 2.63939472e-02 , -3.54023649e+01 , -3.53614922e+01 , -3.54447289e+01 , 1.00000000e+02 , 1.64860786e-02
-1.06990835e+02 , -1.06935257e+02 , -1.07064034e+02 , 1.00000000e+02 , 2.67415882e-02 , -3.55253527e+01 , -3.54817085e+01 , -3.55665970e+01 , 1.00000000e+02 , 1.70391071e-02
-1.07656884e+02 , -1.07608727e+02 , -1.07726830e+02 , 1.00000000e+02 , 2.58422928e-02 , -3.55981742e+01 , -3.55550766e+01 , -3.56378822e+01 , 1.00000000e+02 , 1.70945428e-02
-1.08356602e+02 , -1.08309067e+02 , -1.08429169e+02 , 1.00000000e+02 , 2.48719280e-02 , -3.57519756e+01 , -3.57049026e+01 , -3.57933273e+01 , 1.00000000e+02 , 1.80728473e-02
-1.09052310e+02 , -1.09007988e+02 , -1.09121422e+02 , 1.00000000e+02 , 2.33084212e-02 , -3.58035062e+01 , -3.57572441e+01 , -3.58477669e+01 , 1.00000000e+02 , 1.84723154e-02
-1.09767097e+02 , -1.09716171e+02 , -1.09841614e+02 , 1.00000000e+02 , 2.62279052e-02 , -3.59391543e+01 , -3.58925400e+01 , -3.59803238e+01 , 1.00000000e+02 , 1.81847266e-02
-1.10430582e+02 , -1.10379234e+02 , -1.10505249e+02 , 1.00000000e+02 , 2.60090810e-02 , -3.59927876e+01 , -3.59486198e+01 , -3.60387383e+01 , 1.00000000e+02 , 1.89177730e-02
-1.11019423e+02 , -1.10974098e+02 , -1.11084656e+02 , 1.00000000e+02 , 2.39783884e-02 , -3.61435097e+01 , -3.60934792e+01 , -3.61921043e+01 , 1.00000000e+02 , 2.03893360e-02
-1.11679468e+02 , -1.11632881e+02 , -1.11750267e+02 , 1.00000000e+02 , 2.45452096e-02 , -3.61709743e+01 , -3.61233940e+01 , -3.62145157e+01 , 1.00000000e+02 , 1.87521225e-02
-1.12297598e+02 , -1.12244919e+02 , -1.12371269e+02 , 1.00000000e+02 , 2.52333125e-02 , -3.62958519e+01 , -3.62451820e+01 , -3.63400497e+01 , 1.00000000e+02 , 1.97848596e-02
-1.12960249e+02 , -1.12911583e+02 , -1.13035667e+02 , 1.00000000e+02 , 2.66030281e-02 , -3.63664030e+01 , -3.63189201e+01 , -3.64094543e+01 , 1.00000000e+02 , 1.76880455e-02
-1.13639889e+02 , -1.13595680e+02 , -1.13703018e+02 , 1.00000000e+02 , 2.30314930e-02 , -3.64267104e+01 , -3.63733749e+01 , -3.64809074e+01 , 1.00000000e+02 , 2.17198079e-02
-1.14295824e+02 , -1.14246399e+02 , -1.14362160e+02 , 1.00000000e+02 , 2.37627356e-02 , -3.65646597e+01 , -3.65127525e+01 , -3.66147232e+01 , 1.00000000e+02 , 2.12306364e-02
-1.14969481e+02 , -1.14916878e+02 , -1.15036972e+02 , 1.00000000e+02 , 2.45692656e-02 , -3.65584824e+01 , -3.65076294e+01 , -3.66113358e+01 , 1.00000000e+02 , 2.09295747e-02
-1.15662661e+02 , -1.15616440e+02 , -1.15732567e+02 , 1.00000000e+02 , 2.51787993e-02 , -3.66871730e+01 , -3.66373482e+01 , -3.67347679e+01 , 1.00000000e+02 , 2.01307046e-02
-1.16392508e+02 , -1.16346298e+02 , -1.16461174e+02 , 1.00000000e+02 , 2.44251804e-02 , -3.67164619e+01 , -3.66649284e+01 , -3.67665825e+01 , 1.00000000e+02 , 2.12977791e-02
-1.17122805e+02 , -1.17071991e+02 , -1.17186455e+02 , 1.00000000e+02 , 2.24405245e-02 , -3.68295374e+01 , -3.67735825e+01 , -3.68837013e+01 , 1.00000000e+02 , 2.24184652e-02
