# <defaultcodec>utf-8</defaultcodec>
Statistic export
DispY 1 (Average): Displacement Y [mm] , DispY 1 (Maximum): Displacement Y [mm] , DispY 1 (Minimum): Displacement Y [mm] , DispY 1 (Points): Displacement Y , DispY 1 (Sigma): Displacement Y [mm] , DispZ 1 (Average): Displacement Z [mm] , DispZ 1 (Maximum): Displacement Z [mm] , DispZ 1 (Minimum): Displacement Z [mm] , DispZ 1 (Points): Displacement Z , DispZ 1 (Sigma): Displacement Z [mm]
5.69889222e+00 , 5.77134800e+00 , 5.59828472e+00 , 1.00000000e+02 , 3.91114423e-02 , 1.14101079e+00 , 1.16989744e+00 , 1.12311733e+00 , 1.00000000e+02 , 1.10894647e-02
5.74047954e+00 , 5.79431343e+00 , 5.66330385e+00 , 1.00000000e+02 , 3.01520398e-02 , 1.13956149e+00 , 1.17141104e+00 , 1.12062562e+00 , 1.00000000e+02 , 1.12339566e-02
5.70568722e+00 , 5.76215172e+00 , 5.62315035e+00 , 1.00000000e+02 , 2.93734046e-02 , 1.13991653e+00 , 1.16870999e+00 , 1.11729550e+00 , 1.00000000e+02 , 1.08780956e-02
5.72763777e+00 , 5.78678226e+00 , 5.64426613e+00 , 1.00000000e+02 , 3.13458981e-02 , 1.13763579e+00 , 1.16856611e+00 , 1.11537826e+00 , 1.00000000e+02 , 1.10884452e-02
5.72959257e+00 , 5.78791904e+00 , 5.64622116e+00 , 1.00000000e+02 , 3.30235271e-02 , 1.13830227e+00 , 1.16847098e+00 , 1.11466181e+00 , 1.00000000e+02 , 1.12645618e-02
5.67512884e+00 , 5.72480202e+00 , 5.59561300e+00 , 1.00000000e+02 , 2.79965687e-02 , 1.15336074e+00 , 1.18324101e+00 , 1.13293576e+00 , 1.00000000e+02 , 1.07005914e-02
5.74374787e+00 , 5.80088663e+00 , 5.66421318e+00 , 1.00000000e+02 , 3.04281354e-02 , 1.13146339e+00 , 1.16547918e+00 , 1.10976112e+00 , 1.00000000e+02 , 1.18726762e-02
5.71369419e+00 , 5.77840137e+00 , 5.62602472e+00 , 1.00000000e+02 , 3.49580040e-02 , 1.14200470e+00 , 1.17228520e+00 , 1.12177742e+00 , 1.00000000e+02 , 1.12113878e-02
5.73133468e+00 , 5.79320812e+00 , 5.64570856e+00 , 1.00000000e+02 , 3.34773044e-02 , 1.14504621e+00 , 1.17432618e+00 , 1.12768328e+00 , 1.00000000e+02 , 1.01758085e-02
5.68552031e+00 , 5.74488401e+00 , 5.59866333e+00 , 1.00000000e+02 , 3.32336340e-02 , 1.14759002e+00 , 1.17739093e+00 , 1.12482727e+00 , 1.00000000e+02 , 1.10822129e-02
5.60888510e+00 , 5.66739845e+00 , 5.52946568e+00 , 1.00000000e+02 , 3.15664545e-02 , 1.14023607e+00 , 1.17161095e+00 , 1.11833286e+00 , 1.00000000e+02 , 1.10952484e-02
5.15868959e+00 , 5.21556282e+00 , 5.07530069e+00 , 1.00000000e+02 , 3.17342751e-02 , 1.12882055e+00 , 1.16020584e+00 , 1.10639656e+00 , 1.00000000e+02 , 1.12675635e-02
4.28894874e+00 , 4.34552383e+00 , 4.20419931e+00 , 1.00000000e+02 , 3.25953630e-02 , 1.13313417e+00 , 1.16640735e+00 , 1.10973561e+00 , 1.00000000e+02 , 1.15811617e-02
2.99485430e+00 , 3.06081486e+00 , 2.90820408e+00 , 1.00000000e+02 , 3.37283561e-02 , 1.11278943e+00 , 1.14343524e+00 , 1.09255540e+00 , 1.00000000e+02 , 1.07576579e-02
1.40378926e+00 , 1.46269929e+00 , 1.32147551e+00 , 1.00000000e+02 , 3.25119571e-02 , 1.11052428e+00 , 1.13999712e+00 , 1.09160101e+00 , 1.00000000e+02 , 1.04265231e-02
2.32844894e-01 , 2.92324126e-01 , 1.54073909e-01 , 1.00000000e+02 , 3.02920768e-02 , 1.11332588e+00 , 1.14045262e+00 , 1.09683812e+00 , 1.00000000e+02 , 9.89551062e-03
-9.85302876e-01 , -9.20672476e-01 , -1.07011139e+00 , 1.00000000e+02 , 3.43696675e-02 , 1.10171327e+00 , 1.13306880e+00 , 1.08151853e+00 , 1.00000000e+02 , 1.12821622e-02
-2.36181854e+00 , -2.29853821e+00 , -2.45358849e+00 , 1.00000000e+02 , 3.45493404e-02 , 1.10231008e+00 , 1.13168132e+00 , 1.08218217e+00 , 1.00000000e+02 , 1.02708030e-02
-3.82791916e+00 , -3.76503682e+00 , -3.91491604e+00 , 1.00000000e+02 , 3.45141710e-02 , 1.09908236e+00 , 1.12456346e+00 , 1.08213472e+00 , 1.00000000e+02 , 9.91296452e-03
-5.45258168e+00 , -5.39361429e+00 , -5.53616762e+00 , 1.00000000e+02 , 3.20844797e-02 , 1.08200482e+00 , 1.10714078e+00 , 1.06392443e+00 , 1.00000000e+02 , 9.46319102e-03
-7.05028283e+00 , -6.98571825e+00 , -7.14289045e+00 , 1.00000000e+02 , 3.55681162e-02 , 1.05911303e+00 , 1.08397520e+00 , 1.04248881e+00 , 1.00000000e+02 , 9.13162688e-03
-8.69159919e+00 , -8.62925529e+00 , -8.78642273e+00 , 1.00000000e+02 , 3.63303437e-02 , 1.06383352e+00 , 1.08868074e+00 , 1.04635715e+00 , 1.00000000e+02 , 9.17393264e-03
-1.03561502e+01 , -1.02990026e+01 , -1.04387512e+01 , 1.00000000e+02 , 3.26242199e-02 , 1.02810505e+00 , 1.05013669e+00 , 1.01046205e+00 , 1.00000000e+02 , 8.68417630e-03
-1.20005175e+01 , -1.19451284e+01 , -1.20821791e+01 , 1.00000000e+02 , 3.12600736e-02 , 1.01316388e+00 , 1.03345585e+00 , 9.95290518e-01 , 1.00000000e+02 , 8.62819847e-03
-1.36272940e+01 , -1.35637083e+01 , -1.37094746e+01 , 1.00000000e+02 , 3.40953065e-02 , 9.94342321e-01 , 1.01681948e+00 , 9.76088762e-01 , 1.00000000e+02 , 9.03507037e-03
-1.51701308e+01 , -1.51097174e+01 , -1.52480192e+01 , 1.00000000e+02 , 3.15513460e-02 , 9.65446091e-01 , 9.84251976e-01 , 9.49298084e-01 , 1.00000000e+02 , 8.19143590e-03
-1.67120422e+01 , -1.66561546e+01 , -1.67961292e+01 , 1.00000000e+02 , 3.20406643e-02 , 9.34816961e-01 , 9.53855753e-01 , 9.20109570e-01 , 1.00000000e+02 , 7.95392379e-03
-1.82063530e+01 , -1.81429958e+01 , -1.82883911e+01 , 1.00000000e+02 , 3.42347799e-02 , 9.05618928e-01 , 9.24808264e-01 , 8.88770521e-01 , 1.00000000e+02 , 8.39260167e-03
-1.96629522e+01 , -1.96025944e+01 , -1.97478752e+01 , 1.00000000e+02 , 3.20864459e-02 , 8.72408061e-01 , 8.91458571e-01 , 8.56395304e-01 , 1.00000000e+02 , 8.17960443e-03
-2.10964913e+01 , -2.10369854e+01 , -2.11934338e+01 , 1.00000000e+02 , 3.65551462e-02 , 8.44823620e-01 , 8.68031263e-01 , 8.27021837e-01 , 1.00000000e+02 , 8.72694292e-03
-2.25016364e+01 , -2.24451275e+01 , -2.25866356e+01 , 1.00000000e+02 , 3.09545946e-02 , 8.05940846e-01 , 8.28497052e-01 , 7.89790034e-01 , 1.00000000e+02 , 8.58906014e-03
-2.38287286e+01 , -2.37712803e+01 , -2.39147816e+01 , 1.00000000e+02 , 3.06732504e-02 , 7.43015553e-01 , 7.63304532e-01 , 7.25389719e-01 , 1.00000000e+02 , 8.48977508e-03
-2.51439171e+01 , -2.50859547e+01 , -2.52268543e+01 , 1.00000000e+02 , 3.10956877e-02 , 6.83995778e-01 , 7.04304278e-01 , 6.65663600e-01 , 1.00000000e+02 , 8.41145259e-03
-2.64418924e+01 , -2.63822136e+01 , -2.65220757e+01 , 1.00000000e+02 , 3.12650255e-02 , 6.37556967e-01 , 6.57375634e-01 , 6.20839834e-01 , 1.00000000e+02 , 8.59918630e-03
-2.77011620e+01 , -2.76501255e+01 , -2.77813530e+01 , 1.00000000e+02 , 2.90193078e-02 , 5.71265422e-01 , 5.91892838e-01 , 5.53134799e-01 , 1.00000000e+02 , 8.86414969e-03
-2.89592209e+01 , -2.89059448e+01 , -2.90403290e+01 , 1.00000000e+02 , 2.88813627e-02 , 4.79132375e-01 , 5.01188457e-01 , 4.60656554e-01 , 1.00000000e+02 , 9.14396369e-03
-3.01896992e+01 , -3.01337566e+01 , -3.02752972e+01 , 1.00000000e+02 , 2.98560851e-02 , 3.95659135e-01 , 4.17526007e-01 , 3.78206164e-01 , 1.00000000e+02 , 8.86544446e-03
-3.14073824e+01 , -3.13526592e+01 , -3.14862785e+01 , 1.00000000e+02 , 2.95838346e-02 , 2.87002474e-01 , 3.08945745e-01 , 2.69595385e-01 , 1.00000000e+02 , 8.78154458e-03
-3.25603197e+01 , -3.25064774e+01 , -3.26450844e+01 , 1.00000000e+02 , 2.91094662e-02 , 1.49286915e-01 , 1.70014143e-01 , 1.31633118e-01 , 1.00000000e+02 , 8.82742747e-03
-3.36691000e+01 , -3.36152420e+01 , -3.37445259e+01 , 1.00000000e+02 , 2.81212274e-02 , -1.13816367e-01 , -9.11599770e-02 , -1.31166190e-01 , 1.00000000e+02 , 9.08190579e-03
-3.47777500e+01 , -3.47231064e+01 , -3.48616676e+01 , 1.00000000e+02 , 2.96837815e-02 , -4.11357642e-01 , -3.88720155e-01 , -4.29743439e-01 , 1.00000000e+02 , 9.10867927e-03
-3.58404816e+01 , -3.57849998e+01 , -3.59216461e+01 , 1.00000000e+02 , 2.97418457e-02 , -5.91815398e-01 , -5.71944416e-01 , -6.09097481e-01 , 1.00000000e+02 , 8.66609587e-03
-3.69174353e+01 , -3.68572121e+01 , -3.69973602e+01 , 1.00000000e+02 , 3.00975359e-02 , -6.83579073e-01 , -6.60470665e-01 , -7.00890779e-01 , 1.00000000e+02 , 8.68299773e-03
-3.79631614e+01 , -3.79135933e+01 , -3.80403862e+01 , 1.00000000e+02 , 2.81989133e-02 , -7.65721167e-01 , -7.42877424e-01 , -7.85661042e-01 , 1.00000000e+02 , 9.62590599e-03
-3.90135169e+01 , -3.89621658e+01 , -3.90919228e+01 , 1.00000000e+02 , 2.80832645e-02 , -8.69680889e-01 , -8.47800195e-01 , -8.88088703e-01 , 1.00000000e+02 , 9.30521000e-03
-4.00653936e+01 , -4.00191689e+01 , -4.01413765e+01 , 1.00000000e+02 , 2.71533335e-02 , -9.63320536e-01 , -9.41515326e-01 , -9.84033167e-01 , 1.00000000e+02 , 9.93203310e-03
-4.11179762e+01 , -4.10713043e+01 , -4.11951447e+01 , 1.00000000e+02 , 2.82654343e-02 , -1.04803351e+00 , -1.02636015e+00 , -1.06882584e+00 , 1.00000000e+02 , 9.65657047e-03
-4.21216279e+01 , -4.20741692e+01 , -4.21945534e+01 , 1.00000000e+02 , 2.67331429e-02 , -1.18935166e+00 , -1.16633046e+00 , -1.21109819e+00 , 1.00000000e+02 , 9.83573904e-03
-4.31083020e+01 , -4.30623817e+01 , -4.31830139e+01 , 1.00000000e+02 , 2.64583878e-02 , -1.50326132e+00 , -1.48027813e+00 , -1.52378309e+00 , 1.00000000e+02 , 1.01590922e-02
-4.41235613e+01 , -4.40751534e+01 , -4.41965446e+01 , 1.00000000e+02 , 2.71841605e-02 , -1.79711643e+00 , -1.77317810e+00 , -1.82088494e+00 , 1.00000000e+02 , 1.03968661e-02
-4.51799224e+01 , -4.51311073e+01 , -4.52504959e+01 , 1.00000000e+02 , 2.58857602e-02 , -2.06505950e+00 , -2.04299188e+00 , -2.08572078e+00 , 1.00000000e+02 , 9.86976882e-03
-4.61902896e+01 , -4.61416588e+01 , -4.62614861e+01 , 1.00000000e+02 , 2.57604904e-02 , -2.23004986e+00 , -2.20664835e+00 , -2.25340462e+00 , 1.00000000e+02 , 1.04891121e-02
-4.71133754e+01 , -4.70743294e+01 , -4.71856728e+01 , 1.00000000e+02 , 2.48590307e-02 , -2.35415911e+00 , -2.32500720e+00 , -2.38004756e+00 , 1.00000000e+02 , 1.12987910e-02
-4.81124898e+01 , -4.80665207e+01 , -4.81808891e+01 , 1.00000000e+02 , 2.40388591e-02 , -2.45951556e+00 , -2.43014646e+00 , -2.48875690e+00 , 1.00000000e+02 , 1.25645140e-02
-4.91242197e+01 , -4.90785103e+01 , -4.91919060e+01 , 1.00000000e+02 , 2.39606684e-02 , -2.55867787e+00 , -2.53335714e+00 , -2.58570647e+00 , 1.00000000e+02 , 1.16101059e-02
-5.01079095e+01 , -5.00655136e+01 , -5.01792755e+01 , 1.00000000e+02 , 2.32318649e-02 , -2.69545079e+00 , -2.66822934e+00 , -2.72400403e+00 , 1.00000000e+02 , 1.20343150e-02
-5.10748914e+01 , -5.10323753e+01 , -5.11455803e+01 , 1.00000000e+02 , 2.41165551e-02 , -2.82055044e+00 , -2.79364085e+00 , -2.84923005e+00 , 1.00000000e+02 , 1.19351645e-02
-5.20266425e+01 , -5.19771042e+01 , -5.21003380e+01 , 1.00000000e+02 , 2.63930522e-02 , -2.94358912e+00 , -2.91613603e+00 , -2.97145915e+00 , 1.00000000e+02 , 1.22525702e-02
-5.29355364e+01 , -5.28885689e+01 , -5.30049553e+01 , 1.00000000e+02 , 2.49462160e-02 , -3.09078192e+00 , -3.06230330e+00 , -3.11725211e+00 , 1.00000000e+02 , 1.21360924e-02
-5.38746783e+01 , -5.38335609e+01 , -5.39389496e+01 , 1.00000000e+02 , 2.28354545e-02 , -3.24337966e+00 , -3.21175981e+00 , -3.27366781e+00 , 1.00000000e+02 , 1.32431986e-02
-5.48747600e+01 , -5.48328285e+01 , -5.49336929e+01 , 1.00000000e+02 , 2.11474215e-02 , -3.39477569e+00 , -3.36228180e+00 , -3.42863154e+00 , 1.00000000e+02 , 1.50035099e-02
-5.57869862e+01 , -5.57475700e+01 , -5.58553429e+01 , 1.00000000e+02 , 2.20451845e-02 , -3.76941743e+00 , -3.73887444e+00 , -3.79896140e+00 , 1.00000000e+02 , 1.33723781e-02
-5.66928514e+01 , -5.66481247e+01 , -5.67571640e+01 , 1.00000000e+02 , 2.30852206e-02 , -3.97774503e+00 , -3.94666386e+00 , -4.00821829e+00 , 1.00000000e+02 , 1.36729733e-02
-5.75600061e+01 , -5.75165100e+01 , -5.76257057e+01 , 1.00000000e+02 , 2.40548642e-02 , -4.80289158e+00 , -4.77288628e+00 , -4.83027029e+00 , 1.00000000e+02 , 1.25988820e-02
-5.84848924e+01 , -5.84476585e+01 , -5.85485001e+01 , 1.00000000e+02 , 2.05800128e-02 , -4.93035400e+00 , -4.89649439e+00 , -4.96390724e+00 , 1.00000000e+02 , 1.41237030e-02
-5.94203088e+01 , -5.93725967e+01 , -5.94954720e+01 , 1.00000000e+02 , 2.62501739e-02 , -5.28676395e+00 , -5.25512075e+00 , -5.31345034e+00 , 1.00000000e+02 , 1.28272583e-02
-6.03425967e+01 , -6.03009605e+01 , -6.04099998e+01 , 1.00000000e+02 , 2.30330201e-02 , -5.70860112e+00 , -5.67700195e+00 , -5.73658276e+00 , 1.00000000e+02 , 1.35701049e-02
-6.12542533e+01 , -6.12161102e+01 , -6.13193703e+01 , 1.00000000e+02 , 2.15000347e-02 , -6.20853638e+00 , -6.17638683e+00 , -6.23878241e+00 , 1.00000000e+02 , 1.44481929e-02
-6.22133832e+01 , -6.21769905e+01 , -6.22810478e+01 , 1.00000000e+02 , 2.04670713e-02 , -6.81644499e+00 , -6.78377438e+00 , -6.84798479e+00 , 1.00000000e+02 , 1.43293693e-02
-6.31638865e+01 , -6.31218224e+01 , -6.32319908e+01 , 1.00000000e+02 , 2.09315740e-02 , -7.52669538e+00 , -7.49497986e+00 , -7.55488586e+00 , 1.00000000e+02 , 1.41910543e-02
-6.41517268e+01 , -6.41164169e+01 , -6.42152634e+01 , 1.00000000e+02 , 2.08566109e-02 , -8.34091229e+00 , -8.30801392e+00 , -8.36957455e+00 , 1.00000000e+02 , 1.41070590e-02
-6.51454095e+01 , -6.51103516e+01 , -6.52075424e+01 , 1.00000000e+02 , 1.96268758e-02 , -9.17434310e+00 , -9.14241886e+00 , -9.20300388e+00 , 1.00000000e+02 , 1.39036960e-02
-6.61363060e+01 , -6.60980835e+01 , -6.62018814e+01 , 1.00000000e+02 , 2.18321343e-02 , -1.00222369e+01 , -9.98950481e+00 , -1.00512638e+01 , 1.00000000e+02 , 1.38938740e-02
-6.70940849e+01 , -6.70535965e+01 , -6.71651688e+01 , 1.00000000e+02 , 2.21846679e-02 , -1.08601302e+01 , -1.08311825e+01 , -1.08877220e+01 , 1.00000000e+02 , 1.31977946e-02
-6.80495384e+01 , -6.80126190e+01 , -6.81154709e+01 , 1.00000000e+02 , 2.08487351e-02 , -1.17264489e+01 , -1.16974497e+01 , -1.17565498e+01 , 1.00000000e+02 , 1.31423479e-02
-6.90178143e+01 , -6.89803543e+01 , -6.90852356e+01 , 1.00000000e+02 , 2.13094101e-02 , -1.26198539e+01 , -1.25898523e+01 , -1.26476574e+01 , 1.00000000e+02 , 1.32533463e-02
-7.00086899e+01 , -6.99703903e+01 , -7.00757904e+01 , 1.00000000e+02 , 2.15392912e-02 , -1.35235717e+01 , -1.34953442e+01 , -1.35509615e+01 , 1.00000000e+02 , 1.24181389e-02
-7.09776579e+01 , -7.09372177e+01 , -7.10451431e+01 , 1.00000000e+02 , 2.34988519e-02 , -1.44646789e+01 , -1.44371433e+01 , -1.44918203e+01 , 1.00000000e+02 , 1.24495316e-02
-7.19080960e+01 , -7.18676147e+01 , -7.19766541e+01 , 1.00000000e+02 , 2.22282952e-02 , -1.53392878e+01 , -1.53098555e+01 , -1.53641081e+01 , 1.00000000e+02 , 1.21320317e-02
-7.28431050e+01 , -7.28032379e+01 , -7.29109192e+01 , 1.00000000e+02 , 2.28153578e-02 , -1.62162293e+01 , -1.61872253e+01 , -1.62433338e+01 , 1.00000000e+02 , 1.23051249e-02
-7.37526661e+01 , -7.37114105e+01 , -7.38175201e+01 , 1.00000000e+02 , 2.32522123e-02 , -1.70695955e+01 , -1.70400600e+01 , -1.70950184e+01 , 1.00000000e+02 , 1.20252559e-02
-7.47107690e+01 , -7.46686401e+01 , -7.47776566e+01 , 1.00000000e+02 , 2.40046973e-02 , -1.79516746e+01 , -1.79232483e+01 , -1.79785252e+01 , 1.00000000e+02 , 1.20500687e-02
-7.56696877e+01 , -7.56303329e+01 , -7.57383957e+01 , 1.00000000e+02 , 2.29545966e-02 , -1.88347702e+01 , -1.88024502e+01 , -1.88613930e+01 , 1.00000000e+02 , 1.35530942e-02
-7.66160970e+01 , -7.65757446e+01 , -7.66817780e+01 , 1.00000000e+02 , 2.33280455e-02 , -1.97466344e+01 , -1.97164307e+01 , -1.97748756e+01 , 1.00000000e+02 , 1.26144858e-02
-7.75435788e+01 , -7.74986038e+01 , -7.76120148e+01 , 1.00000000e+02 , 2.46541078e-02 , -2.06077311e+01 , -2.05788136e+01 , -2.06322002e+01 , 1.00000000e+02 , 1.15524227e-02
-7.84434349e+01 , -7.83984451e+01 , -7.85128784e+01 , 1.00000000e+02 , 2.48153707e-02 , -2.14455481e+01 , -2.14179287e+01 , -2.14711266e+01 , 1.00000000e+02 , 1.18992739e-02
-7.93900794e+01 , -7.93406677e+01 , -7.94660492e+01 , 1.00000000e+02 , 2.76609431e-02 , -2.22636558e+01 , -2.22374229e+01 , -2.22869244e+01 , 1.00000000e+02 , 1.04897426e-02
-8.03083865e+01 , -8.02582779e+01 , -8.03823013e+01 , 1.00000000e+02 , 2.57029364e-02 , -2.31209271e+01 , -2.30935841e+01 , -2.31456623e+01 , 1.00000000e+02 , 1.19499936e-02
-8.12720325e+01 , -8.12219772e+01 , -8.13468170e+01 , 1.00000000e+02 , 2.71272567e-02 , -2.39815000e+01 , -2.39547520e+01 , -2.40058250e+01 , 1.00000000e+02 , 1.13846812e-02
-8.22269263e+01 , -8.21723099e+01 , -8.23050995e+01 , 1.00000000e+02 , 2.84797131e-02 , -2.48140703e+01 , -2.47904167e+01 , -2.48388424e+01 , 1.00000000e+02 , 1.11609309e-02
-8.31463949e+01 , -8.30925751e+01 , -8.32253265e+01 , 1.00000000e+02 , 2.87230850e-02 , -2.56103919e+01 , -2.55852757e+01 , -2.56331387e+01 , 1.00000000e+02 , 1.08221922e-02
-8.40600177e+01 , -8.40060654e+01 , -8.41359406e+01 , 1.00000000e+02 , 2.74916838e-02 , -2.63651997e+01 , -2.63400688e+01 , -2.63886089e+01 , 1.00000000e+02 , 1.13621245e-02
-8.49494942e+01 , -8.48988113e+01 , -8.50273666e+01 , 1.00000000e+02 , 2.81844050e-02 , -2.70682500e+01 , -2.70420399e+01 , -2.70918293e+01 , 1.00000000e+02 , 1.14450144e-02
-8.58755832e+01 , -8.58258743e+01 , -8.59526443e+01 , 1.00000000e+02 , 2.86767190e-02 , -2.77827615e+01 , -2.77565784e+01 , -2.78077755e+01 , 1.00000000e+02 , 1.10512262e-02
-8.68247954e+01 , -8.67691193e+01 , -8.69067688e+01 , 1.00000000e+02 , 2.86435803e-02 , -2.84721186e+01 , -2.84461498e+01 , -2.84949036e+01 , 1.00000000e+02 , 1.13545195e-02
-8.77132514e+01 , -8.76589966e+01 , -8.77921219e+01 , 1.00000000e+02 , 3.01877034e-02 , -2.90928292e+01 , -2.90630817e+01 , -2.91167564e+01 , 1.00000000e+02 , 1.18673292e-02
-8.86109103e+01 , -8.85567627e+01 , -8.86899261e+01 , 1.00000000e+02 , 2.96556334e-02 , -2.96824443e+01 , -2.96552906e+01 , -2.97052231e+01 , 1.00000000e+02 , 1.16027166e-02
-8.94931585e+01 , -8.94416046e+01 , -8.95719910e+01 , 1.00000000e+02 , 2.81336495e-02 , -3.01919130e+01 , -3.01661243e+01 , -3.02141228e+01 , 1.00000000e+02 , 1.06442596e-02
-9.03914838e+01 , -9.03418732e+01 , -9.04678268e+01 , 1.00000000e+02 , 2.91155361e-02 , -3.07027154e+01 , -3.06746731e+01 , -3.07275352e+01 , 1.00000000e+02 , 1.14270919e-02
-9.12841866e+01 , -9.12320328e+01 , -9.13648071e+01 , 1.00000000e+02 , 3.00005415e-02 , -3.12296023e+01 , -3.12019520e+01 , -3.12529793e+01 , 1.00000000e+02 , 1.08595783e-02
-9.22212108e+01 , -9.21662979e+01 , -9.23023987e+01 , 1.00000000e+02 , 3.01001614e-02 , -3.16904315e+01 , -3.16617870e+01 , -3.17146111e+01 , 1.00000000e+02 , 1.20522907e-02
-9.31189803e+01 , -9.30644226e+01 , -9.32062531e+01 , 1.00000000e+02 , 3.07138307e-02 , -3.20909249e+01 , -3.20601349e+01 , -3.21140442e+01 , 1.00000000e+02 , 1.13999090e-02
-9.39911400e+01 , -9.39411697e+01 , -9.40672607e+01 , 1.00000000e+02 , 2.75847852e-02 , -3.24096548e+01 , -3.23795853e+01 , -3.24350586e+01 , 1.00000000e+02 , 1.18530478e-02
-9.48846732e+01 , -9.48279572e+01 , -9.49635925e+01 , 1.00000000e+02 , 3.00771061e-02 , -3.27902641e+01 , -3.27594032e+01 , -3.28197975e+01 , 1.00000000e+02 , 1.27341568e-02
-9.57922179e+01 , -9.57417068e+01 , -9.58683167e+01 , 1.00000000e+02 , 2.85162298e-02 , -3.31014661e+01 , -3.30656281e+01 , -3.31304359e+01 , 1.00000000e+02 , 1.36379040e-02
-9.66813077e+01 , -9.66324158e+01 , -9.67568665e+01 , 1.00000000e+02 , 2.82679638e-02 , -3.34100242e+01 , -3.33748055e+01 , -3.34413910e+01 , 1.00000000e+02 , 1.36439109e-02
-9.75795964e+01 , -9.75277176e+01 , -9.76548920e+01 , 1.00000000e+02 , 2.91352485e-02 , -3.36521189e+01 , -3.36181221e+01 , -3.36810493e+01 , 1.00000000e+02 , 1.31404365e-02
-9.84852661e+01 , -9.84355469e+01 , -9.85616608e+01 , 1.00000000e+02 , 2.74148546e-02 , -3.39107536e+01 , -3.38725395e+01 , -3.39419327e+01 , 1.00000000e+02 , 1.44923569e-02
-9.93414577e+01 , -9.92896805e+01 , -9.94166946e+01 , 1.00000000e+02 , 2.74410012e-02 , -3.41458855e+01 , -3.41102867e+01 , -3.41791458e+01 , 1.00000000e+02 , 1.49364817e-02
-1.00198764e+02 , -1.00150841e+02 , -1.00271812e+02 , 1.00000000e+02 , 2.58792062e-02 , -3.43396255e+01 , -3.43008499e+01 , -3.43773575e+01 , 1.00000000e+02 , 1.54943083e-02
-1.01020135e+02 , -1.00965797e+02 , -1.01095322e+02 , 1.00000000e+02 , 2.84934744e-02 , -3.45198819e+01 , -3.44818077e+01 , -3.45528221e+01 , 1.00000000e+02 , 1.49423640e-02
-1.01864572e+02 , -1.01814217e+02 , -1.01941322e+02 , 1.00000000e+02 , 2.81762159e-02 , -3.47741420e+01 , -3.47338676e+01 , -3.48059235e+01 , 1.00000000e+02 , 1.50029144e-02
-1.02737868e+02 , -1.02687531e+02 , -1.02814430e+02 , 1.00000000e+02 , 2.68498029e-02 , -3.49363079e+01 , -3.49019508e+01 , -3.49687767e+01 , 1.00000000e+02 , 1.39453955e-02
-1.03596824e+02 , -1.03545486e+02 , -1.03672531e+02 , 1.00000000e+02 , 2.75999879e-02 , -3.50445698e+01 , -3.50032043e+01 , -3.50795364e+01 , 1.00000000e+02 , 1.58763103e-02
-1.04476159e+02 , -1.04429749e+02 , -1.04550880e+02 , 1.00000000e+02 , 2.59802768e-02 , -3.52249148e+01 , -3.51831093e+01 , -3.52661209e+01 , 1.00000000e+02 , 1.69031167e-02
-1.05329605e+02 , -1.05275925e+02 , -1.05403473e+02 , 1.00000000e+02 , 2.84639460e-02 , -3.53959961e+01 , -3.53525848e+01 , -3.54359398e+01 , 1.00000000e+02 , 1.67717857e-02
-1.06146198e+02 , -1.06096748e+02 , -1.06218880e+02 , 1.00000000e+02 , 2.51600046e-02 , -3.54896284e+01 , -3.54495239e+01 , -3.55255013e+01 , 1.00000000e+02 , 1.59729645e-02
-1.06909284e+02 , -1.06860718e+02 , -1.06982071e+02 , 1.00000000e+02 , 2.56748276e-02 , -3.56230487e+01 , -3.55820503e+01 , -3.56646118e+01 , 1.00000000e+02 , 1.72025331e-02
-1.07696235e+02 , -1.07649437e+02 , -1.07767723e+02 , 1.00000000e+02 , 2.50481821e-02 , -3.57922953e+01 , -3.57508240e+01 , -3.58355255e+01 , 1.00000000e+02 , 1.76202357e-02
-1.08486409e+02 , -1.08434158e+02 , -1.08560005e+02 , 1.00000000e+02 , 2.56029922e-02 , -3.58925077e+01 , -3.58453560e+01 , -3.59386101e+01 , 1.00000000e+02 , 1.89570793e-02
-1.09309678e+02 , -1.09257294e+02 , -1.09385719e+02 , 1.00000000e+02 , 2.74926942e-02 , -3.60041302e+01 , -3.59571762e+01 , -3.60491867e+01 , 1.00000000e+02 , 1.88555946e-02
-1.10137922e+02 , -1.10090019e+02 , -1.10215004e+02 , 1.00000000e+02 , 2.60944813e-02 , -3.61547018e+01 , -3.61175537e+01 , -3.61941299e+01 , 1.00000000e+02 , 1.55946578e-02
-1.10922097e+02 , -1.10871964e+02 , -1.10998207e+02 , 1.00000000e+02 , 2.61256308e-02 , -3.62390761e+01 , -3.61886177e+01 , -3.62848320e+01 , 1.00000000e+02 , 1.95539276e-02
-1.11682568e+02 , -1.11633446e+02 , -1.11755142e+02 , 1.00000000e+02 , 2.48365258e-02 , -3.63320685e+01 , -3.62838821e+01 , -3.63783913e+01 , 1.00000000e+02 , 1.98478489e-02
-1.12428836e+02 , -1.12382446e+02 , -1.12498093e+02 , 1.00000000e+02 , 2.48189107e-02 , -3.64806500e+01 , -3.64330521e+01 , -3.65315590e+01 , 1.00000000e+02 , 2.02716018e-02
-1.13154894e+02 , -1.13108955e+02 , -1.13226540e+02 , 1.00000000e+02 , 2.57446729e-02 , -3.65328381e+01 , -3.64834366e+01 , -3.65808525e+01 , 1.00000000e+02 , 1.96499376e-02
